WKT,TELEPULESE,MEGYE_NEV,TELNEV,IR_SZAM,KERULET,CIM,POLGM_NEV,POLGMBEO,TEL,FAX,TELEX,JEGYZONEV,JEGYZOBEO,TEL_STATUS,KSH_KOD
"POINT (526813.2 166788.7)",1004,VESZPRÉM MEGYE,Hegymagas,8265,,Szigligeti u. 13.,VARGA JòZSEF,POLGÅRMESTER,(87)312-179,,,,,község,25803
"POINT (784433.1 333573.2)",1005,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Hegymeg,3786,,Petôfi u. 18.,KOMJÅTI MIKLòS,POLGÅRMESTER,Lak 2,,,,,község,02468
"POINT (575555.2 62521.4)",1006,BARANYA MEGYE,Hegyszentmárton,7837,,Kolozsvári u. 18.,JAKAB GÉZÅNÉ,POLGÅRMESTER,Hegyszentmárton 1,,,,,község,21023
"POINT (815360.2 344701.1)",1007,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Hejce,3892,,Fô u. 5.,LÉVAI CSABA,POLGÅRMESTER,Vilmány 15,,,,,község,22187
"POINT (791822.1 286370.7)",1008,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Hejõbába,3593,,Fô u. 51.,JUHÅSZ BARNABÅS,POLGÅRMESTER,Hejôbába 5,,,Asztalos Ferenc,jegyzô,község,06655
"POINT (787035.9 292911.4)",1009,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Hejõkeresztúr,3597,,Petôfi u. 56.,BAKONYI ANDRÅSNÉ,POLGÅRMESTER,(46)391-244,,,Dr. Kiss Zoltán,jegyzô,község,04604
"POINT (795534.8 281112.6)",1010,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Hejõkürt,3588,,Szent István u. 62.,VARGA GYULA,POLGÅRMESTER,(49)352-627,,,,,község,02282
"POINT (788946.8 285408.6)",1011,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Hejõpapi,3594,,Kossuth L. u. 59.,KOPCSò LÅSZLò,POLGÅRMESTER,Hejôbánya 16,,,Dr. Halász Béla,jegyzô,község,16780
"POINT (787152.4 290142.6)",1012,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Hejõszalonta,3595,,Rákóczi u. 6.,MÅRTON ISTVÅN,POLGÅRMESTER,(46)391-177,,,Párkánszky István,jegyzô,község,12159
"POINT (567305.6 83397.1)",1013,BARANYA MEGYE,Helesfa,7683,,Fô u.55.,GONDOS GYULA,POLGÅRMESTER,(70)378-551,,,,,község,17190
"POINT (693896.5 166013.3)",1014,BÁCS-KISKUN MEGYE,Helvécia,6034,,Sport u. 42.,CSEH MIKLòS,POLGÅRMESTER,(76)321-329,(76)321-329,,Zayzon Jenô,jegyzô,község,04093
"POINT (850420.5 215242.6)",1015,HAJDU-BIHAR MEGYE,Hencida,4123,,Kossuth tér 1.,FòNYAD LÅSZLò,POLGÅRMESTER,Hencida 12,,,Dr. Csuka Imre,jegyzô,község,29391
"POINT (540050.3 96120.5)",1016,SOMOGY MEGYE,Hencse,7532,,Petôfi u. 14.,PALKA SÅNDOR,POLGÅRMESTER,Hencse 2,,,,,község,09946
"POINT (627815.296 239763.36)",1017,PEST MEGYE,Herceghalom,2053,,Gesztenyés u.7.,SNAIDER LÅSZLò,POLGÅRMESTER,(23)310-275,,,Simonné Zágonyi Éva,jegyzô,község,33552
"POINT (833974.6 335227.2)",1018,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Hercegkút,3958,,Petôfi u. 110.,HOFFMANN JÅNOS,POLGÅRMESTER,Hercegkút 13,,,Kiss János,jegyzô,község,30137
"POINT (641435 66930)",1019,BÁCS-KISKUN MEGYE,Hercegszántó,6525,,Dózsa u. 8.,BOGNÅR JòZSEF,POLGÅRMESTER,(79)354-211,(79)354-173,81369 tahsz h,Barta Lajos,jegyzô,község,12937
"POINT (681781.9 292348.4)",1020,NÓGRÁD MEGYE,Herencsény,2677,,Kossuth u. 76.,MAGYAR SÅNDOR,POLGÅRMESTER,21,,,Fazekas János,jegyzô,község,05324
"POINT (551577.6 199661.0)",1021,VESZPRÉM MEGYE,Herend,8440,,Kossuth u. 97.,BORS GÅBOR,POLGÅRMESTER,(88)361-344,(88)361-187,32564 herta h,Dr. Molnár Máriamagdolna,jegyzô,község,23658
"POINT (512875.3 80326.2)",1022,SOMOGY MEGYE,Heresznye,7587,,Kossuth L. u. 88.,RENGEL JòZSEF,POLGÅRMESTER,Heresznye 2,,,,,község,24846
"POINT (693833.8 262928.1)",1023,HEVES MEGYE,Heréd,3011,,Rákóczi u. 39.,FAZEKAS ANDRÅS,POLGÅRMESTER,(38)311-059,,,Papp Attiláné,jegyzô,község,20242
"POINT (917483.3 290687.3)",1024,SZABOLCS-SZATMÁR-BEREG MEGYE,Hermánszeg,4735,,Kossuth L. út 25.,BîRò FERENC,POLGÅRMESTER,Szamossályi 5,,,,,község,12061
"POINT (677802.4 202303.9)",1025,PEST MEGYE,Hernád,2376,,Tanácsköztársaság út 47.,ZSADÅNYI LÅSZLòNÉ,POLGÅRMESTER,122,,,Dr. Fazekas Tibor,jegyzô,község,09849
"POINT (805164.1 330225.0)",1026,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Hernádbûd,3853,,Rákóczi u. 43.,TAKÅCS LAJOS,POLGÅRMESTER,(41)342-611,,,,,község,15839
"POINT (809338.4 337246.2)",1027,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Hernádcéce,3887,,Årpád u. 31.,NAGY JòZSEF,POLGÅRMESTER,Vizsoly 8,,,,,község,09399
"POINT (793049.652 306917.7)",1028,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Hernádkak,3563,,Rákóczi u. 42.,JUHÅSZ SÅNDOR,POLGÅRMESTER,Gesztely 9,,,Huszárné Major Zsuzsanna,jegyzô,község,24165
"POINT (798608.6 323916.3)",1029,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Hernádkércs,3846,,Kossuth L. u. 72.,TAKÅCS ISTVÅN,POLGÅRMESTER,(46)474-291,,,Tóth László,körjegyzô,község,21829
"POINT (793454.5 304886.9)",1030,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Hernádnémeti,3564,,Kossuth L. u. 36.,SZILÅGYI GYÖRGY,POLGÅRMESTER,(46)394-136,,,Tóbisné Malinkó Éva,jegyzô,község,31200
"POINT (806254.2 350667.9)",1031,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Hernádpetri,3874,,Rákóczi u. 2.,URBÅN JÅNOS,POLGÅRMESTER,Hernádpetri 2,,,,,község,24882
"POINT (801741.6 329342.6)",1032,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Hernádszentandrás,3852,,Fô u. 41.,GOMBÅR LÅSZLò,POLGÅRMESTER,Hernádszentandrás 1,,,Dr. Orosz László,jegyzô betöltetlen,község,17136
"POINT (809594.8 350962.7)",1033,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Hernádszurdok,3875,,Rákóczi u. 18.,KONYHA BÉLA,POLGÅRMESTER,Hernádszurdok 2,,,,,község,24970
"POINT (806963.0 346335.1)",1034,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Hernádvécse,3874,,Kossuth L. u. 26.,PAPP GYÖRGY,POLGÅRMESTER,Hernádvécse 1,,,Dr. Bodnár István,körjegyzô,község,19840
"POINT (465777.4 147747.8)",1035,ZALA MEGYE,Hernyék,8957,,Kossuth L. u. 26.,RABB LÅSZLò,POLGÅRMESTER,(92)377-037,,,,,község,19895
"POINT (905098.0 314202.4)",1036,SZABOLCS-SZATMÁR-BEREG MEGYE,Hetefejércse,4843,,Fô u. 11.,KISS LÅSZLò,POLGÅRMESTER,Hetefejércse 1,,,,,község,05616
"POINT (545766.2 120556.8)",1037,SOMOGY MEGYE,Hetes,7432,,Rákóczi u. 34.,ÅDÅM LÅSZLò,POLGÅRMESTER,1,,,Laczóné Hardi Márta,körjegyzô,község,09928
"POINT (572566.7 88144.1)",1038,BARANYA MEGYE,Hetvehely,7681,,Rákóczi u. 36.,WÅGNER ANTAL,POLGÅRMESTER,(70)378-410,,,Dr. Hurda Gyula,körjegyzô,község,07126
"POINT (506610.5 190840.9)",1039,VESZPRÉM MEGYE,Hetyefõ,8344,,Kossuth u. 35.,KESZEI KÅROLY,POLGÅRMESTER,nincs adat,,,,,község,15088
"POINT (742614.4 251340.9)",1040,HEVES MEGYE,Heves,3360,,Erzsébet tér 2.,KONTRA GYULA,POLGÅRMESTER,(39)346-270,(39)346-461,63289 jhhev h,Furka Elemér,jegyzô,város,14526
"POINT (737910.0 297174.3)",1041,HEVES MEGYE,Hevesaranyos,3322,,Petôfi u. 1,KIRÅLY GYÖRGY,POLGÅRMESTER,Bátor 17,,,Szecskó Miklósné,jegyzô,község,10241
"POINT (748683.5 246724.5)",1042,HEVES MEGYE,Hevesvezekény,3383,,Alkotmány út.2.,BALOGH SÅNDORNÉ,POLGÅRMESTER,(39)311-428,,,betöltetlen,jegyzô betöltetlen,község,04084
"POINT (530883.4 277533.0)",1043,GYÕR-MOSON-SOPRON MEGYE,Hédervár,9178,,Felszabadulás u. 55.,GÖNDÖCS LÅSZLò,POLGÅRMESTER,(98)315-388,(98)313-167,,Rigóné Varga Zsuzsanna,jegyzô,község,12308
"POINT (690139.689 270733.905)",1044,NÓGRÁD MEGYE,Héhalom,3041,,Petôfi út 1.,SZILÅGYI ALBERT,POLGÅRMESTER,Héhalom 45,,,Tóth Tiborné,jegyzô,község,03993
"POINT (609688.9 256000.2)",1045,KOMÁROM-ESZTERGOM MEGYE,Héreg,2832,,Fô út 84.,DÉKÅN JÅNOS,POLGÅRMESTER,(34)372-665,,,Borsné Tolnai Mária,jegyzô,község,11891
"POINT (749430.3 327462.8)",1046,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Hét,3655,,Kossuth L. u. 14.,HALÅSZ JÅNOS,POLGÅRMESTER,Hét 1,,,,,község,08004
"POINT (507992.448 162612.615)",1047,ZALA MEGYE,Hévíz,8380,,Kossuth L. u. 1.,VÉRTES ÅRPÅD,POLGÅRMESTER,(83)540-361,,35329 nkthe h,Dr. Keserû Åkos,jegyzô,város,03814
"POINT (685485.7 253865.3)",1048,PEST MEGYE,Hévízgyörk,2192,,Kossuth u. 124.,TòTH TIBOR,POLGÅRMESTER,5,,,Deme Viktória,jegyzô,község,13949
"POINT (607419.9 101583.7)",1049,BARANYA MEGYE,Hidas,7696,,Kossuth L. u. 50/11.,VAJDA PÉTERNÉ,POLGÅRMESTER,(74)351-414,,,Dr. Horváth Klára,jegyzô,község,06798
"POINT (811303.9 353350.6)",1050,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Hidasnémeti,3876,,Petôfi út 11.,BERCSE CSABA,POLGÅRMESTER,Hidasnémeti 2,,,Ignácz Imréné,körjegyzô,község,11697
"POINT (556965.8 185084.1)",1051,VESZPRÉM MEGYE,Hidegkút,8247,,nincs adat,ZSERNOVICZKY TIBOR,POLGÅRMESTER,nincs adat,,,,,község,20756
"POINT (476720.5 256278.9)",1052,GYÕR-MOSON-SOPRON MEGYE,Hidegség,9491,,Petôfi u. 1.,KUNTZL OTTò,POLGÅRMESTER,(99)376-913,,,Rasztovits Anna,jegyzô,község,23375
"POINT (782322.8 358787.7)",1053,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Hidvégardó,3768,,Tornai u.106.,MATUSZ TAMÅS,POLGÅRMESTER,Hidvégardó 1,,,Scsavnyiczki István,körjegyzô,község,25672
"POINT (613211.5 82256.0)",1054,BARANYA MEGYE,Himesháza,7735,,Kossuth L. u. 82.,HÜBNER GYÖRGY,POLGÅRMESTER,Himesháza 1,,,Schéich Gáspár,körjegyzô,község,27933
"POINT (496936.384 243488.91)",1055,GYÕR-MOSON-SOPRON MEGYE,Himod,9362,,Kossuth u. 1.,DR. PºDÖR PÉTERNÉ,POLGÅRMESTER,(97)341-531,(97)341-531,,Bella Elemér,jegyzô,község,04020
"POINT (568161.2 53780.2)",1056,BARANYA MEGYE,Hirics,7838,,Petôfi u. 11.,BÖDE LAJOS,POLGÅRMESTER,Hirics 29,,,,,község,03285
"POINT (550578.9 75886.2)",1057,BARANYA MEGYE,Hobol,7971,,Dobó u. 2.,JOòS TIBOR,POLGÅRMESTER,(70)311-536,,,Magda Zoltánné,jegyzô,község,33932
"POINT (885678.0 290578.2)",1058,SZABOLCS-SZATMÁR-BEREG MEGYE,Hodász,4334,,Petôfi u. 6.,IFJ. MÅTHÉ BÉLA,POLGÅRMESTER,(44)350-233,,,Angyal Dániel,jegyzô,község,13019
"POINT (516961.8 145595.2)",1059,SOMOGY MEGYE,Hollád,8731,,Fô u. 16.,NAGY TIBOR,POLGÅRMESTER,(85)377-207,,,,,község,06211
"POINT (824821.6 357674.2)",1060,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Hollóháza,3999,,Dózsa Gy. u. 131.,NOVÅK ERNº FERENC,POLGÅRMESTER,16,,,Hegedûs Anita,jegyzô,község,31167
"POINT (690594.5 295019.8)",1061,NÓGRÁD MEGYE,Hollókõ,3176,,Kossuth u. 74.,NAGY IGNÅC,POLGÅRMESTER,Hollókô 1,,,Kolosiné Percze Zsuzsanna,jegyzô,község,33242
"POINT (539750.6 218601.0)",1062,VESZPRÉM MEGYE,Homokbödöge,8563,,Kossuth u. 47.,NÉMETH KÅLMÅN,POLGÅRMESTER,Homokbödöge 1,,,Kelemen László,körjegyzô,község,27818
"POINT (486379.6 131265.7)",1063,ZALA MEGYE,Homokkomárom,8777,,Jókai M. u. 19.,KLEIN JòZSEF,POLGÅRMESTER,Homokkomárom 1,,,,,község,24873
"POINT (651837.8 127157.2)",1064,BÁCS-KISKUN MEGYE,Homokmégy,6341,,Kossuth u. 25.,MATOS ATTILA,POLGÅRMESTER,Homokmégy 1,,26982 homta h,dr. Szabó István,jegyzô,község,27845
"POINT (536248.3 87213.0)",1065,SOMOGY MEGYE,Homokszentgyörgy,7537,,Kossuth L. u. 5.,KULCSÅR SZILVESZTER,POLGÅRMESTER,Homokszentgyörgy 1,,,Golub Lajos,jegyzô,község,19150
"POINT (629862.5 70944.5)",1066,BARANYA MEGYE,Homorúd,7716,,Lenin tér 9.,GÖRCS PÉTER,POLGÅRMESTER,Homorúd 6,,,dr. Balázs András,jegyzô,község,29966
"POINT (788457.296 328337.7)",1067,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Homrogd,3812,,Rákóczi u.4.,DR. JUHÅSZ IMRE,POLGÅRMESTER,Homrogd 1,,,Fürjesné Jadlóczki Dóra,körjegyzô,község,21236
"POINT (646027.6 300874.1)",1068,NÓGRÁD MEGYE,Hont,2647,,Felszabadulás u. 10.,PÅL GÅBOR,POLGÅRMESTER,(35)367-242,,,Strausz Józsefné,jegyzô,község,13204
"POINT (656071.4 294939.7)",1069,NÓGRÁD MEGYE,Horpács,2658,,Kossuth u. 9.,REPICZKI LÅSZLòNÉ,POLGÅRMESTER,Horpács 1,,,,,Község,13718
"POINT (705402.5 261005.2)",1070,HEVES MEGYE,Hort,3014,,Szabadság tér 40,KASSA LÅSZLò,POLGÅRMESTER,Hort 1,,,betöltetlen,jegyzô betöltetlen,község,04145
"POINT (808588.3 251020.8)",1071,HAJDU-BIHAR MEGYE,Hortobágy,4071,,Czinege János út 1.,CSERI GÉZA JòZSEF,POLGÅRMESTER,(52)369-021,,,Vincze Andrásné,jegyzô,község,04118
"POINT (563394.3 92975.0)",1072,BARANYA MEGYE,Horváthertelend,7935,,Fô u. 28,RòZSA MENYHÉRT,POLGÅRMESTER,(70)354-070,,,,,község,23074
"POINT (454539.828 207126.8)",1073,VAS MEGYE,Horvátlövõ,9796,,48-as u. 52.,KOVÅCS LÅSZLò,POLGÅRMESTER,(94)351-159,,,,,község,12733
"POINT (467248.8 232484.5)",1074,VAS MEGYE,Horvátzsidány,9733,,Csepregi u. 5.,KRIZMANICH ISTVÅN,POLGÅRMESTER,(94)365-123,,,Kovács Pálné,körjegyzô,község,16887
"POINT (496297.3 196371.5)",1075,VAS MEGYE,Hosszúpereszteg,9676,,Årpád u. 78.,RAJKI ISTVÅN,POLGÅRMESTER,Hosszupereszteg 1,,,Szijártó Sándorné,jegyzô,község,20880
"POINT (596408.068 90600.32)",1076,BARANYA MEGYE,Hosszúhetény,7694,,Fô u. 166.,NÅDOR RUDOLFNÉ,POLGÅRMESTER,(72)390-812,,,Dr. Ozorai Ferenc,jegyzô,község,30836
"POINT (852569.0 231238.1)",1077,HAJDU-BIHAR MEGYE,Hosszúpályi,4274,,Debreceni u. 2.,KARDOS ZOLTÅN GÉZA,POLGÅRMESTER,(52)375-130,(52)375-130,,Szabó István,jegyzô,község,06266
"POINT (527279.786 131240.17)",1078,SOMOGY MEGYE,Hosszúviz,8716,,Fô u. 20.,URR BÉLA,POLGÅRMESTER,Hosszúviz 1,,,,,község,30775
"POINT (487669.4 132248.6)",1079,ZALA MEGYE,Hosszúvölgy,8777,,nincs adat,VEJER BÉLA,POLGÅRMESTER,nincs adat,,,,,község,11208
"POINT (512923.2 195078.7)",1080,VESZPRÉM MEGYE,Hosztót,8475,,nincs adat,REMÉNYI MIKLòS,POLGÅRMESTER,(87)334-292,,,,,község,07250
"POINT (475049.7 169497.9)",1081,ZALA MEGYE,Hottó,8991,,Szabadság tér 2.,MÅLICS JòZSEF,POLGÅRMESTER,(92)370-003,,,,,község,28325
"POINT (748895.7 120347.9)",1082,CSONGRÁD MEGYE,Hódmezõvásárhely,6801,,Kossuth tér 1.,DR. RAPCSÅK ANDRÅS,POLGÅRMESTER,(62)344-222,(62)342-825,84211 vbhmv h,Dr. Dubecz György,jegyzô,megyei jogú város,08314
"POINT (497737.376 247023.89)",1083,GYÕR-MOSON-SOPRON MEGYE,Hövej,9361,,Fô u. 52.,HORVÅTH ISTVÅNNÉ,POLGÅRMESTER,(97)341-997,(97)341-997,,Dukai Tibor,jegyzô,község,10029
"POINT (602013.2 128376.7)",1084,TOLNA MEGYE,Hõgyész,7191,,Kossuth L. u. 1.,PÅL IMRE,POLGÅRMESTER,(74)388-188,,,Fazekas Márton József,körjegyzô,község,26055
"POINT (678531.8 305040.4)",1085,NÓGRÁD MEGYE,Hugyag,2672,,Kossuth u. 28.,RICZI ISTVÅN,POLGÅRMESTER,21,,,Szandai László,jegyzô,község,16878
"POINT (787261.1 164728.7)",1086,BÉKÉS MEGYE,Hunya,5555,,Rákóczi út 19.,HUNYA TIBORNÉ,POLGÅRMESTER,(66)388-141,,,betöltetlen,jegyzô betöltetlen,község,33297
"POINT (750097.9 219393.9)",1087,JÁSZ-NAGYKUN-SZOLNOK MEGYE,Hunyadfalva,5063,,Årpád út 12.,VÉKONYNÉ HÅZI ESZTER,POLGÅRMESTER,nincs adat,,,,,község,34050
"POINT (576374.5 92382.5)",1088,BARANYA MEGYE,Husztót,7678,,Kossuth Lajos u. 11.,IFJ. KISS FERENC,POLGÅRMESTER,(72)378-048,,,,,község,31431
"POINT (562592.7 90704.6)",1089,BARANYA MEGYE,Ibafa,7935,,Kossuth L. u. 4.,GYETVAI JòZSEF,POLGÅRMESTER,(70)354-043,,,Tihanyi János,jegyzô,község,33066
"POINT (474341.9 157574.6)",1090,ZALA MEGYE,Iborfia,8984,,Fô u. 11.,NÉMETH GÉZA,POLGÅRMESTER,(92)366-056,,,,,község,03188
"POINT (847901.2 312861.9)",1091,SZABOLCS-SZATMÁR-BEREG MEGYE,Ibrány,4484,,Hôsök tere 3.,BERENCSI BÉLA,POLGÅRMESTER,Ibrány 1,,,Csongrádi Zoltánné dr.,jegyzô,város,25636
"POINT (565024.968 133201.28)",1092,SOMOGY MEGYE,Igal,7275,,Szent István u. 107.,DR. JAKAB JòZSEF,POLGÅRMESTER,(82)372-001,(82)372-033,,Dr. Foki Zsuzsanna,körjegyzô,község,11192
"POINT (609248.5 159569.7)",1093,FEJÉR MEGYE,Igar,7015,,Tanácsköztársaság u. 1.,KISS JÅNOSNÉ,POLGÅRMESTER,Igar 1,,,,,község,17738
"POINT (787321 282049)",1094,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Igrici,3459,,Kossuth L. u. 57.,BORDÅS KÅLMÅN,POLGÅRMESTER,(49)352-825,,,Monoki László,jegyzô,község,25399
"POINT (499696.3 112718.0)",1095,SOMOGY MEGYE,Iharos,8726,,Kiss u. 1.,KATONA JòZSEF,POLGÅRMESTER,Iharos 1,,,,,község,19619
"POINT (501036.6 115385.2)",1096,SOMOGY MEGYE,Iharosberény,8725,,Rákóczi u. 6.,BLATT ANTAL,POLGÅRMESTER,Iharosberény 10,,,Németh Tamásné Dr.,körjegyzô,község,27784
"POINT (487114.24 209251.48)",1097,VAS MEGYE,Ikervár,9756,,Kossuth Lajos u. 47.,SZABò BÉLA,POLGÅRMESTER,Ikervár 1,,,Dr. Dénes Lajos,jegyzô,község,11387
"POINT (679516.8 258396.2)",1098,PEST MEGYE,Iklad,2181,,Ráday tér 1.,MADARÅSZ ISTVÅN,POLGÅRMESTER,Aszód 381,,,Kulcsárné Sohnell Éva,jegyzô,község,03300
"POINT (480744.4 233696.4)",1099,VAS MEGYE,Iklanberény,9634,,Fô u. 7.,KÅLMÅN ISTVÅNNÉ,POLGÅRMESTER,(94)358-189,,,,,község,29504
"POINT (463339.3 142924.7)",1100,ZALA MEGYE,Iklódbördöce,8958,,Fô u. 15.,TòTH KÅROLY,POLGÅRMESTER,(92)378-048,,,,,község,13921
"POINT (535999.3 257957.5)",1101,GYÕR-MOSON-SOPRON MEGYE,Ikrény,9141,,Gyôri u. 66.,GERGò ANDRÅS,POLGÅRMESTER,(96)357-013,(96)357-013,,Karoluszné Anda Zsuzsanna,jegyzô,község,20604
"POINT (678307.8 298631.5)",1102,NÓGRÁD MEGYE,Iliny,2675,,Kossuth u. 17.,CHIKÅN GÅBOR,POLGÅRMESTER,Iliny 35,,,,,község,26833
"POINT (887003.8 313230.3)",1103,SZABOLCS-SZATMÁR-BEREG MEGYE,Ilk,4566,,Petôfi u. 2.,BARÅTH GUSZTÅV,POLGÅRMESTER,Ilk 1,,,Juhász Endre,jegyzô,község,09654
"POINT (609250.8 50754.9)",1104,BARANYA MEGYE,Illocska,7775,,Fô u. 13.,JUHOS JòZSEF,POLGÅRMESTER,Magyarbóly 17,,,,,község,31936
"POINT (761337.9 342920.3)",1105,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Imola,3725,,Kossuth L. u. 35.,MAJOROS LAJOS,POLGÅRMESTER,Ragály 2,,,,,község,16577
"POINT (669624.7 127072.3)",1106,BÁCS-KISKUN MEGYE,Imrehegy,6238,,Kossuth Lajos tér 11.,TAKÅCS JÅNOSNÉ,POLGÅRMESTER,(78)321-812,(78)321-941,,,,község,08095
"POINT (799790.0 328752.5)",1107,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Ináncs,3851,,Kossuth L. u. 26.,KISS PÉTER,POLGÅRMESTER,Ináncs 1,,,Papp Sándorné,jegyzô betöltetlen,község,08086
"POINT (671101.4 212945.8)",1108,PEST MEGYE,Inárcs,2365,,Rákóczi út 4.,DR. KRENKò JòZSEF,POLGÅRMESTER,Inárcs 1,,,Hornyák Årpádné,jegyzô,község,32106
"POINT (507541.5 117884.3)",1109,SOMOGY MEGYE,Inke,8724,,Kanizsai u. 6.,BERKES SÅNDOR,POLGÅRMESTER,Inke 1,,,Bertók Katalin,jegyzô,község,26301
"POINT (584652.0 54805.8)",1110,BARANYA MEGYE,Ipacsfa,7847,,Petôfi u. 16.,òZDI LAJOS,POLGÅRMESTER,(72)380-775,,,,,község,29948
"POINT (633885.732 277618.88)",1111,PEST MEGYE,Ipolydamásd,2631,,Fô u. 85.,DR. GOSZTONYI JENº,POLGÅRMESTER,(27)370-347,,,,,község,28097
"POINT (693026.2 321721.9)",1112,NÓGRÁD MEGYE,Ipolytarnóc,3138,,Rákóczi u. 71.,TISZA ATTILA,POLGÅRMESTER,Karancslapujtô 175,,,Póczos Zsoltné,jegyzô,Község,03328
"POINT (629946.164 286555.7)",1113,PEST MEGYE,Ipolytölgyes,2633,,NAGY NÅNDOR,POLGÅRMESTER,(27)376-025,,,Szabó György,jegyzô,,község,04978
"POINT (654513.6 301706.5)",1114,NÓGRÁD MEGYE,Ipolyvece,2669,,Dózsa u. 82.,TòTH JòZSEF,POLGÅRMESTER,(35)367-201,,,Párisné Szabó Ågnes,jegyzô,község,29319
"POINT (583867.4 150509.5)",1115,TOLNA MEGYE,Iregszemcse,7095,,Kossuth L. tér 19.,TURòS LÅSZLò,POLGÅRMESTER,Iregszemcse 1,,,Hintenberger Károlyné,jegyzô,község,04701
"POINT (785428.5 340732.4)",1116,BORSOD-ABAUJ-ZEMPLÉN MEGYE,Irota,3786,,Petôfi u. 66.,MIKLòS LÅSZLò,POLGÅRMESTER,Lak 4,,,Svidró László,körjegyzô,község,05005
"POINT (676411.5 243651.6)",1117,PEST MEGYE,Isaszeg,2117,,Rákóczi u. 45.,DR. TòTHNÉ PACS VERA,POLGÅRMESTER,Isaszeg 1,,,Dr. Papolczy Antal,jegyzô,község,07807
"POINT (451370.7 172053.2)",1118,VAS MEGYE,Ispánk,9941,,Keleti út 28.,TòTH ISTVÅN,POLGÅRMESTER,ºriszentpéter 14,,,,,község,07977
"POINT (725071.8 305207.5)",1119,HEVES MEGYE,Istenmezeje,3253,,Nefelejcs u. 18.,ORSZÅG JòZSEF,POLGÅRMESTER,(39)368-053,,,Tar Sándorné,jegyzô,község,10074
"POINT (539497.2 76095.3)",1120,SOMOGY MEGYE,Istvándi,7987,,Årpád u. 6/a.,PAVELKA JENº,POLGÅRMESTER,nincs adat,,,,,község,21333
"POINT (593095.0 210777.5)",1121,FEJÉR MEGYE,Iszkaszentgyörgy,8043,,Kastély u. 7.,SALAMON IMRE,POLGÅRMESTER,(22)361-010,,,Benedek Imre,jegyzô,község,32018
"POINT (517505.2 204257.0)",1122,VESZPRÉM MEGYE,Iszkáz,8493,,József A. u. 3.,A.SZABò FERENC,POLGÅRMESTER,Iszkáz 1,,,Kovács János,körjegyzô,község,28015
"POINT (585521.9 215348.0)",1123,FEJÉR MEGYE,Isztimér,8045,,Köztársaság u. 77.,FIEDLER ALBERTNÉ MANNER ARANKA,POLGÅRMESTER,(??)420-002,,,Szabó Miklós,körjegyzô,község,02200
"POINT (725459.2 298081.9)",1124,HEVES MEGYE,Ivád,3248,,Szabadság tér 5.,BACSò ISTVÅN,POLGÅRMESTER,(36)368-759,,,,,község,13879
"POINT (488324.7 235845.9)",1125,GYÕR-MOSON-SOPRON MEGYE,Iván,9374,,Fô u. 84.,LINTER TIBOR,POLGÅRMESTER,(99)388-003,(99)388-003,,Pál Magdolna,körjegyzô,község,31635
"POINT (601218.3 62704.1)",1126,BARANYA MEGYE,Ivánbattyán,7772,,Ságvári u. 9.,KERESZTES LÅSZLò,POLGÅRMESTER,Villány 426,,,,,község,03337
"POINT (456705.96 180354.0)",1127,VAS MEGYE,Ivánc,9931,,Kossuth Lajos u. 119.,GYARMATI TIBORNÉ,POLGÅRMESTER,Ivánc 3,,,Kómár József,körjegyzô,község,31680
"POINT (633165.0 201341.5)",1128,FEJÉR MEGYE,Iváncsa,2454,,Fô u. 3.,MOLNÅR TIBOR,POLGÅRMESTER,1,,,Alics Andrea,jegyzô,község,13462
"POINT (614537.9 54276.7)",1129,BARANYA MEGYE,Ivándárda,7782,,Kossuth L. u. 27.,MOòR JÅNOS,POLGÅRMESTER,nincs adat,,,,,község,03346
"POINT (601335.7 107884.9)",1130,TOLNA MEGYE,Izmény,7353,,Fô u. 23.,SZÅNYA ZOLTÅN,POLGÅRMESTER,Aparhant 5,,,betöltetlen,jegyzô betöltetlen,község,27711
